customer_id,age,income,credit_score,loan_amount,loan_term,employment_status,loan_status,active_loans,default_risk,pre_approved
1229,42,65696,441,47627,60,1,2,3,0,0
1230,64,90449,343,9303,12,1,0,1,0,1
1231,44,92616,443,45118,12,2,1,1,0,0
1232,37,31089,632,1164,24,0,0,0,0,0
1233,30,81548,796,40726,36,2,1,4,0,0
1234,50,51123,695,35905,60,1,0,1,0,1
1235,43,32797,354,11215,24,0,1,2,0,0
1236,52,75013,606,31694,36,2,1,3,0,0
1237,37,33346,722,32253,48,1,0,2,0,0
1238,37,110414,716,25230,48,2,2,1,0,0
1239,34,58672,624,17925,36,2,1,1,0,0
1240,29,42653,379,7033,12,2,2,0,0,0
1241,60,74556,330,3665,12,0,2,2,0,0
1242,22,148723,411,28025,48,1,2,0,0,0
1243,45,133278,771,24533,12,1,2,2,0,0
1244,59,51140,373,46897,12,2,2,4,0,0
1245,29,26184,778,13125,36,2,2,4,1,1
1246,42,148626,686,21998,36,2,1,2,0,0
1247,63,59493,732,39957,12,0,2,0,0,0
1248,24,69148,711,24057,36,1,1,4,0,0
1249,46,49846,766,14708,60,2,1,1,0,0
1250,49,136361,547,19072,48,1,1,3,0,0
1251,54,47195,419,6095,60,2,0,0,0,0
1252,43,30606,366,32495,60,1,2,2,0,1
1253,57,28956,626,48177,12,2,0,3,0,1
1254,31,41555,769,41351,12,0,2,3,0,0
1255,26,115385,792,2637,60,2,0,1,1,0
1256,38,43690,585,15670,60,2,1,0,0,0
1257,41,83502,611,39734,24,2,0,3,0,0
1258,62,149586,608,38438,24,2,1,0,0,0
1259,56,73849,396,29658,48,2,0,1,0,0
1260,61,51347,412,6203,60,1,2,2,0,0
1261,58,123725,755,22518,36,1,2,3,1,0
1262,54,128844,762,9669,24,0,0,3,0,0
1263,37,116321,431,48736,12,2,0,3,0,1
1264,57,74056,420,3366,60,1,2,0,0,0
1265,45,88851,496,19910,36,1,0,3,0,1
1266,58,123234,781,32087,36,2,0,0,0,0
1267,32,106502,338,1366,36,2,2,4,0,0
1268,43,121633,811,49415,12,0,1,4,1,0
1269,62,106418,773,10907,24,0,2,0,0,1
1270,42,95211,460,40374,36,1,2,4,1,0
1271,41,66850,588,31289,24,0,0,1,0,0
1272,47,103545,499,33780,48,1,2,1,0,1
1273,51,52843,827,20623,12,0,2,4,0,0
1274,26,87320,802,36085,24,2,0,2,0,1
1275,47,54793,547,21426,24,0,0,0,0,1
1276,60,64516,682,49197,36,1,1,4,0,0
1277,54,129407,517,8485,36,0,2,0,1,1
1278,32,42857,386,34024,12,1,1,4,0,0
1279,27,44627,381,26469,24,1,1,1,0,1
1280,30,86822,361,16903,60,0,1,2,1,0
1281,37,109101,799,4212,36,0,1,0,1,0
1282,46,116561,341,39943,36,1,2,2,0,1
1283,41,77248,311,28799,48,2,2,1,0,0
1284,48,80798,414,47339,12,0,2,3,0,1
1285,22,118368,517,17087,24,1,1,3,0,0
1286,63,69116,405,8446,24,2,0,0,0,0
1287,21,100318,827,30281,24,1,2,1,0,1
1288,56,129186,771,15877,36,0,1,0,1,0
1289,46,112902,686,25723,12,1,1,0,0,1
1290,49,53557,525,13943,24,1,1,0,0,0
1291,41,96334,780,11306,60,1,1,2,0,1
1292,31,100163,707,37784,48,0,1,4,0,1
1293,60,131719,756,21455,48,2,1,1,0,0
1294,31,148099,320,25491,24,2,2,2,0,1
1295,56,103002,502,6912,36,2,0,4,0,0
1296,59,67614,716,30974,48,2,2,0,0,1
1297,60,37720,715,28371,48,0,2,3,0,0
1298,55,82608,747,34210,48,1,1,2,0,0
1299,54,132449,811,36712,48,2,2,1,0,0
1300,44,127828,384,4936,24,2,0,1,0,0
1301,42,97095,466,34166,12,0,0,4,0,1
1302,25,130924,683,26727,12,1,1,2,0,0
1303,53,109694,767,49464,36,1,0,0,0,0
1304,56,121452,371,29368,60,2,1,4,0,0
1305,40,112593,820,3995,12,2,0,1,0,0
1306,39,60892,772,40097,60,1,0,2,0,0
1307,55,131975,557,35984,12,0,2,3,0,0
1308,63,102242,574,45291,12,1,0,0,0,0
1309,37,141041,319,27563,36,1,1,1,0,1
1310,63,102606,789,23150,48,2,0,2,0,1
1311,54,148769,789,23061,36,0,0,3,0,0
1312,29,143542,625,30178,12,0,2,1,0,0
1313,46,131438,828,36336,48,0,1,3,0,1
1314,22,25924,388,1160,48,2,1,1,0,1
1315,29,76322,785,16648,48,0,1,4,0,1
1316,29,51478,649,41835,60,0,2,4,0,0
1317,60,96042,383,37672,12,2,0,4,0,0
1318,37,71418,686,4573,24,1,1,2,0,0
1319,21,87217,386,35593,36,0,0,4,0,1
1320,45,125699,606,14786,60,1,0,2,0,0
1321,63,115140,453,29500,36,0,0,0,0,0
1322,60,105846,739,10815,24,1,2,4,0,0
1323,62,98762,563,22966,48,1,0,2,0,0
1324,45,36781,720,14794,24,2,2,1,0,0
1325,59,30515,792,32423,36,2,2,2,0,0
1326,55,142358,710,34944,24,0,2,2,0,0
1327,23,61133,472,22302,12,0,1,1,0,0
1328,57,107508,303,22264,24,2,2,2,0,1
1329,64,122628,771,20604,12,0,1,1,0,0
1330,64,101946,409,28835,24,0,2,3,0,1
1331,50,110058,336,8820,12,2,2,4,1,0
1332,58,34095,330,2499,12,1,2,0,0,0
1333,54,113583,680,24814,24,0,2,2,0,0
1334,32,45470,567,25089,60,2,0,1,0,0
1335,39,68129,310,8626,48,0,0,4,0,0
1336,57,33531,643,33746,48,0,2,2,0,0
1337,64,62038,843,17137,48,2,0,4,0,0
1338,37,112939,465,22260,12,2,1,3,0,1
1339,30,67674,641,37476,48,0,0,2,1,1
1340,32,119658,781,27283,12,0,0,1,0,0
1341,36,107476,318,2769,60,1,0,3,0,1
1342,44,54831,483,43278,24,1,2,2,1,0
1343,39,82174,844,47994,24,2,1,4,1,1
1344,28,36279,309,16634,12,0,2,3,0,0
1345,51,63220,491,40499,12,2,1,1,0,0
1346,41,85610,619,11965,60,2,2,2,0,0
1347,37,77719,774,28566,48,0,0,4,0,0
1348,43,149936,726,34143,60,1,1,4,0,1
1349,57,78051,358,49285,24,2,0,3,0,0
1350,36,97013,735,20420,24,2,1,2,0,0
1351,26,81652,396,26236,48,0,1,4,0,0
1352,28,90524,795,7218,24,1,2,3,0,0
1353,45,107936,577,9495,12,1,2,0,0,1
1354,38,31470,564,34853,24,0,0,4,0,1
1355,45,92598,308,14073,36,2,0,3,0,1
1356,32,66798,756,12371,48,0,1,0,0,0
1357,35,149517,572,18594,48,0,1,3,0,0
1358,46,78473,307,12226,48,1,2,4,0,0
1359,61,44880,507,11046,36,2,2,0,0,0
1360,46,125117,422,44809,60,2,2,3,0,0
1361,52,69439,332,38117,12,1,2,2,0,0
1362,30,145944,812,5965,48,2,2,0,0,1
1363,36,39308,503,47260,24,2,1,3,0,0
1364,27,116563,817,14336,12,0,1,2,0,0
1365,37,121256,816,20843,24,0,0,0,0,0
1366,43,60081,742,18373,12,0,1,3,0,0
1367,46,100242,638,46452,12,2,2,4,0,0
1368,41,75383,737,7654,24,2,1,0,1,0
1369,42,34837,744,32280,24,2,1,0,0,1
1370,27,129135,435,41110,12,2,1,2,0,1
1371,34,77151,686,23407,48,1,0,3,0,1
1372,35,143128,324,3358,24,1,0,4,0,0
1373,27,61824,805,27583,36,2,1,2,0,0
1374,29,58073,624,29706,36,0,1,0,0,0
1375,28,137651,637,7360,12,0,2,2,1,0
1376,43,122624,394,4743,60,1,0,2,0,0
1377,49,118648,844,8159,12,1,2,2,0,1
1378,38,51299,445,33151,12,2,2,0,0,0
1379,51,124993,530,1518,48,2,1,1,0,0
1380,50,83861,794,17652,48,2,1,2,0,1
1381,59,55063,337,13925,60,2,1,1,0,0
1382,55,94453,724,48578,60,2,2,4,0,0
1383,38,146768,736,6475,60,0,2,4,1,1
1384,62,148299,667,37953,60,0,2,4,0,0
1385,59,93472,644,38929,60,2,1,3,1,1
1386,37,127166,459,43348,12,0,1,0,0,0
1387,34,39506,849,10886,12,2,1,1,0,1
1388,51,119341,840,12465,36,2,2,3,0,0
1389,44,104854,443,12221,36,1,2,1,0,0
1390,55,138604,644,25395,24,0,0,0,0,0
1391,64,51026,568,3335,12,0,1,2,0,0
1392,54,52672,567,37442,60,1,2,3,1,1
1393,23,63417,468,5576,24,0,0,0,0,0
1394,57,77413,332,48740,48,1,2,3,1,1
1395,63,149044,676,1500,12,0,2,4,0,0
1396,60,90066,513,27675,36,2,1,3,0,1
1397,46,84213,739,9083,12,1,0,2,0,0
1398,43,75971,791,42062,12,2,2,2,0,0
1399,64,52281,692,16720,12,2,0,1,0,1
1400,59,138978,788,6543,12,0,0,3,0,1
1401,35,53091,328,4276,48,1,1,4,0,1
1402,24,75494,338,31635,36,2,0,2,0,0
1403,49,128864,472,25180,12,2,1,1,0,0
1404,42,138755,316,7613,48,1,1,4,0,0
1405,45,43610,355,45497,24,0,1,4,0,1
1406,33,26079,525,2327,12,2,0,4,0,0
1407,38,120386,366,41540,48,0,2,0,1,0
1408,53,71751,496,11666,60,1,1,2,0,1
1409,36,111126,322,27255,24,0,2,0,0,1
1410,62,80432,536,21130,36,1,0,0,0,1
1411,64,55951,437,23068,12,0,2,2,1,1
1412,22,105863,772,19946,12,0,2,3,0,0
1413,55,103291,528,21547,48,2,1,1,0,0
1414,62,84872,616,20701,36,0,1,2,0,1
1415,54,32235,500,6769,60,2,1,1,0,0
1416,50,107733,557,25883,24,1,0,3,0,0
1417,33,87712,779,14663,36,1,2,2,0,1
1418,33,46473,477,39686,12,2,0,4,0,1
1419,38,92567,422,38323,48,0,0,2,0,1
1420,52,131818,641,36162,60,1,0,3,0,0
1421,52,132399,470,23852,48,1,0,0,0,0
1422,55,149421,358,21388,24,1,1,2,0,1
1423,59,104823,764,34434,36,2,2,4,0,0
1424,49,129215,559,23102,48,1,1,2,0,1
1425,49,134999,672,22536,48,1,1,0,0,1
1426,64,57230,394,13355,12,1,0,2,0,0
1427,36,109573,424,3234,48,1,1,4,0,1
1428,64,117588,340,40103,60,2,2,3,0,0
1429,30,93876,553,32147,36,2,0,4,0,0
1430,50,65644,306,24659,24,0,1,3,1,0
1431,45,73664,770,45271,48,1,0,4,0,1
1432,59,70203,810,40127,60,2,2,1,0,0
1433,40,91677,368,17560,24,0,0,2,0,0
1434,25,50425,380,47644,60,0,1,2,1,0
1435,21,148246,841,24088,48,1,1,0,0,1
1436,50,109817,561,3928,48,0,2,1,0,0
1437,23,132585,388,41385,36,2,2,0,0,0
1438,34,110961,507,41382,12,0,0,2,0,0
1439,50,125342,512,29184,60,0,1,0,0,1
1440,24,122649,565,21099,12,2,2,3,0,0
1441,38,94806,592,5274,12,0,2,1,1,1
1442,57,67814,506,25970,24,0,1,4,1,0
1443,45,95219,632,26744,24,0,2,3,1,0
1444,21,74646,376,38739,60,0,2,4,0,0
1445,35,64884,587,9389,12,1,1,0,0,0
1446,29,120345,346,18352,36,1,2,2,0,0
1447,35,125088,499,22148,12,2,1,3,0,1
1448,44,143198,726,32828,24,0,1,1,0,0
1449,24,94322,509,3504,12,2,0,4,0,0
1450,32,46650,719,39774,48,1,1,3,1,0
1451,57,119242,453,29743,48,0,2,2,0,1
1452,57,34190,821,29894,36,0,0,1,0,1
1453,63,63196,714,31995,60,1,0,1,0,0
1454,26,64449,652,41711,12,0,2,4,0,0
1455,59,64661,456,18748,48,0,0,3,0,0
1456,44,54709,560,24100,60,1,2,3,0,1
1457,31,135965,376,34691,48,2,0,1,0,0
1458,33,105428,787,23981,60,2,2,0,0,0
1459,54,100179,430,33708,60,0,1,1,0,0
1460,45,34943,754,11246,48,1,1,2,0,1
1461,27,68240,462,46243,24,2,0,3,0,0
1462,24,70760,314,33486,60,2,0,4,0,0
1463,28,46042,531,31340,12,0,1,3,0,0
1464,40,146770,494,20338,48,2,2,1,0,0
1465,49,68894,841,4086,24,1,0,2,0,1
1466,30,31869,658,26535,48,2,1,0,0,0
1467,63,86078,630,15860,36,1,0,3,0,0
1468,54,81759,726,18013,12,1,1,1,0,0
1469,46,130973,796,8407,36,0,1,1,0,0
1470,61,69306,785,34542,60,2,1,1,0,0
1471,23,133369,748,25935,60,0,2,2,0,0
1472,26,80371,712,42477,36,2,0,1,0,0
1473,25,45918,629,35111,36,0,2,1,0,0
1474,25,53379,446,11161,60,0,2,1,0,0
1475,43,145667,558,24581,24,0,1,3,0,0
1476,29,133475,591,33277,12,2,2,1,0,0
1477,55,115810,442,22400,48,0,0,2,0,0
1478,40,108232,664,12419,36,1,0,3,0,0
1479,62,27962,389,41565,12,2,1,1,0,0
1480,55,38851,463,20283,48,1,1,0,0,0
1481,38,142626,780,1934,48,0,0,2,0,0
1482,37,70747,383,35754,36,0,0,0,1,0
1483,44,77349,376,22380,24,1,1,2,0,1
1484,23,95832,816,15016,24,0,2,0,0,0
1485,52,81356,784,39233,12,2,0,1,0,0
1486,55,39745,403,23695,12,1,1,0,0,1
1487,58,30730,751,25952,60,2,1,0,0,1
1488,33,38921,786,43734,24,2,0,2,0,0
1489,45,123430,638,16721,12,2,1,1,1,0
1490,29,96138,777,2505,60,0,0,2,0,1
1491,24,108111,522,6363,48,0,1,1,0,1
1492,34,44023,308,49708,12,1,1,4,0,1
1493,57,70349,352,44614,60,1,2,3,0,0
1494,54,106533,376,2010,24,2,1,3,0,0
1495,31,108286,802,48692,48,0,0,2,0,0
1496,61,66979,615,47250,12,0,0,1,1,0
1497,23,47837,464,20861,24,0,2,0,0,0
1498,48,39997,578,25125,48,1,0,3,0,1
1499,49,129975,326,10369,36,0,1,2,0,1
1500,29,113603,369,4857,24,2,2,2,1,0
1501,23,70039,517,27671,36,2,0,2,0,0
1502,45,45923,664,10864,12,2,1,1,0,0
1503,54,33876,605,33490,60,0,2,2,0,0
1504,32,85973,423,11120,12,2,1,4,0,1
1505,62,27887,318,21223,24,2,0,0,0,0
1506,29,88723,556,33150,36,1,0,2,0,0
1507,35,67422,595,45138,36,1,0,1,0,0
1508,60,127390,321,3553,48,0,0,0,0,1
1509,45,76413,749,16489,12,0,2,0,0,0
1510,25,127484,849,5389,12,0,0,3,0,0
1511,31,27841,347,22950,24,0,2,2,0,0
1512,54,149647,482,12089,36,0,2,2,0,1
1513,44,53756,734,42999,24,1,1,1,0,0
1514,35,96576,406,4051,24,1,0,4,0,1
1515,58,143248,487,39090,36,1,1,4,0,0
1516,28,35304,385,29805,24,2,1,3,0,0
1517,25,55341,755,30442,36,2,1,4,0,0
1518,46,29758,436,45557,24,1,1,1,1,0
1519,38,42010,635,3555,60,1,1,3,0,1
1520,26,85758,768,13767,24,0,0,2,0,1
1521,57,56658,702,1458,24,1,1,4,0,0
1522,33,74002,839,49469,60,0,2,1,0,0
1523,48,128318,371,17066,12,1,2,1,0,1
1524,25,26375,323,5721,36,0,0,2,1,0
1525,33,124485,784,13446,48,1,2,1,0,0
1526,37,47092,355,7304,60,0,1,3,0,0
1527,60,25490,522,47333,12,2,2,3,0,1
1528,52,28729,478,43967,24,2,1,0,0,0
1529,49,30974,733,35688,12,0,0,2,0,0
1530,23,143222,749,14227,60,0,2,1,0,0
1531,60,110216,791,41462,24,2,2,4,0,0
1532,54,108860,488,7298,12,1,2,3,0,0
1533,60,121870,719,40397,48,0,0,2,0,1
1534,47,46398,548,46487,36,1,0,2,0,1
1535,33,59650,463,38914,36,2,2,3,0,0
1536,53,46292,554,11306,60,2,0,0,0,0
1537,26,126291,775,3589,24,0,1,2,0,0
1538,44,128889,716,38078,24,1,0,1,0,0
1539,39,28159,469,36009,36,2,2,4,0,0
1540,36,123162,616,14601,12,1,1,4,0,1
1541,60,87766,473,8711,24,2,2,3,0,0
1542,48,119887,769,22364,48,0,2,2,0,0
1543,53,127834,644,34706,48,1,2,4,0,0
1544,61,42065,744,30610,24,1,0,2,1,0
1545,33,46638,317,38069,24,0,2,3,0,0
1546,63,26073,369,4970,36,0,1,0,0,0
1547,45,71511,637,4999,60,0,1,4,0,0
1548,62,109307,826,22034,36,0,1,1,0,0
1549,56,125997,755,37176,60,2,2,3,0,1
1550,47,132866,568,47575,48,1,1,0,0,0
1551,58,54320,487,42730,60,2,1,1,0,0
1552,27,94876,828,17632,36,0,1,1,0,1
1553,25,59924,733,14385,24,2,1,4,0,0
1554,63,106720,587,6950,60,2,0,2,0,0
1555,51,65734,798,36694,36,1,2,3,0,0
1556,43,93116,740,8975,48,1,2,1,1,0
1557,62,65025,602,22314,60,1,1,4,0,0
1558,30,119503,386,24398,48,0,2,0,0,1
1559,52,27159,737,26277,48,0,1,1,0,0
1560,63,73940,840,27761,12,1,1,0,0,0
1561,50,104436,321,32533,60,2,1,3,0,0
1562,59,101976,816,7966,36,1,2,4,0,0
1563,51,39678,802,42901,60,0,0,0,0,0
1564,38,86075,766,7587,60,2,2,2,0,0
1565,56,72204,400,23880,48,0,2,0,0,0
1566,22,37021,440,6091,48,1,0,0,0,0
1567,34,31772,437,42753,48,1,2,4,0,0
1568,33,92163,527,32130,48,2,0,4,0,0
1569,49,134968,580,18061,36,1,1,1,1,0
1570,32,98755,730,23293,24,0,0,0,0,0
1571,59,48464,339,2561,12,0,1,0,0,0
1572,22,76137,818,42412,48,0,0,4,0,0
1573,52,55232,510,48553,48,2,1,2,1,1
1574,33,86497,601,4656,12,0,2,4,0,0
1575,47,133017,385,22618,48,1,0,2,0,1
1576,61,99024,696,21530,24,2,2,4,0,1
1577,37,125485,552,22872,60,0,1,3,0,0
1578,60,134898,832,29330,12,0,0,0,1,0
1579,51,76448,680,17139,36,1,0,2,0,1
1580,54,130468,743,33977,12,1,0,3,0,0
1581,44,109517,332,5983,24,2,2,2,0,0
1582,55,25901,559,40909,36,0,1,1,1,1
1583,26,112980,533,43886,60,0,2,1,0,0
1584,39,132594,814,22329,48,1,0,0,0,0
1585,50,108597,607,37734,12,2,1,3,0,1
1586,27,27881,369,43837,36,1,1,3,0,0
1587,30,54863,753,9818,12,1,2,1,0,1
1588,61,136362,738,11918,60,2,2,0,0,0
1589,52,30622,663,43418,12,0,0,1,0,0
1590,54,147740,780,2250,36,0,0,3,0,1
1591,48,26378,443,5758,24,0,0,2,0,0
1592,35,108168,323,38131,36,2,0,3,0,0
1593,50,118847,724,3163,12,2,1,0,0,0
1594,57,96186,474,43583,60,2,0,3,0,0
1595,49,70201,624,35621,48,2,0,4,0,1
1596,42,145767,647,18137,48,2,0,3,0,0
1597,24,132760,317,33103,60,1,2,4,0,0
1598,40,84251,343,22832,12,0,2,1,0,0
1599,52,97572,454,2868,60,2,2,4,0,0
1600,56,64255,676,49336,12,0,0,3,0,0
1601,24,88212,701,42862,36,2,1,3,0,0
1602,47,75210,524,20728,24,0,0,3,0,0
1603,37,141736,516,39006,12,1,2,0,0,0
1604,32,47499,330,29029,48,0,2,1,0,0
1605,42,127552,358,40857,48,0,0,4,0,1
1606,37,76628,652,29183,24,2,1,2,0,0
1607,30,86360,744,23785,12,0,1,4,0,1
1608,21,29603,534,19940,24,1,1,3,0,1
1609,42,118309,406,6280,36,1,2,2,0,0
1610,46,110473,490,38012,24,1,2,2,0,1
1611,38,37632,829,3164,36,2,1,4,0,0
1612,34,55607,544,28188,48,2,0,4,0,1
1613,49,116873,375,48917,36,2,1,4,0,0
1614,32,90756,846,15088,12,2,0,4,0,0
1615,56,71994,566,19405,12,2,2,1,0,1
1616,55,88382,616,3821,12,1,2,0,0,1
1617,32,95354,420,23516,12,0,2,0,0,0
1618,27,81344,324,11473,60,1,1,4,0,0
1619,49,78775,731,47454,36,2,1,0,0,1
1620,31,32349,459,43530,12,1,2,4,1,0
1621,53,96154,413,39737,24,0,2,4,0,0
1622,26,52464,801,13178,24,2,2,4,0,0
1623,35,67624,465,39936,60,1,1,1,0,1
1624,52,146897,474,28018,36,1,1,3,0,1
1625,31,62344,300,18097,36,0,2,0,0,1
1626,43,108791,385,15096,36,2,1,0,1,0
1627,46,49299,619,40971,60,2,1,1,0,0
1628,54,72975,700,4545,36,0,1,1,1,0
1629,54,26462,681,25798,36,0,1,4,0,1
1630,49,145209,617,1863,12,0,2,4,1,0
1631,24,106441,549,17148,36,0,2,3,0,0
1632,37,115456,824,22009,12,2,1,0,0,0
1633,55,106788,555,18809,12,2,2,1,0,0
1634,33,131540,606,19688,36,1,2,3,0,0
1635,61,65581,443,1653,24,1,2,0,0,0
1636,59,125372,690,9129,48,1,0,3,0,1
1637,35,96289,468,27418,24,2,2,3,0,0
1638,49,130541,597,24118,36,2,2,4,0,0
1639,49,39175,532,1443,36,2,1,3,0,0
1640,31,146704,570,28041,24,1,1,4,0,0
1641,52,31191,359,24843,36,0,0,0,0,0
1642,22,108434,595,22053,12,0,0,0,0,1
1643,34,109518,766,31848,60,0,2,4,0,1
1644,40,105158,534,38874,36,0,2,2,0,0
1645,42,91537,533,38204,36,0,1,3,0,1
1646,31,140721,667,43240,24,2,2,0,1,0
1647,47,72645,531,36807,12,1,2,3,0,0
1648,23,133536,790,29213,24,0,2,2,0,0
1649,37,48283,802,9291,24,0,2,3,0,0
1650,64,148153,680,44046,36,0,2,2,0,1
1651,48,111971,727,17285,12,2,2,1,0,1
1652,49,117759,663,27886,36,0,2,2,0,1
1653,41,84123,501,14944,36,1,2,0,0,1
1654,36,127780,445,36505,36,2,1,4,1,0
1655,57,55024,756,24340,36,2,0,4,1,0
1656,40,74630,434,31025,60,2,2,3,0,0
1657,26,55734,563,2607,48,0,1,1,0,0
1658,39,25515,363,3953,12,0,2,3,0,0
1659,25,135782,790,45941,60,0,2,2,0,1
1660,23,91727,340,6933,48,0,0,4,0,1
1661,21,122800,595,12386,48,1,1,2,0,0
1662,58,134164,302,48989,48,2,2,4,0,0
1663,35,71216,409,5682,60,0,0,4,0,0
1664,54,96833,520,48621,12,1,0,4,0,0
1665,55,83755,669,45052,24,2,2,0,0,1
1666,45,52856,667,12154,48,2,2,2,0,0
1667,44,139959,735,10047,24,2,1,3,1,0
1668,32,98870,303,23993,24,0,1,1,0,1
1669,38,49162,543,11338,36,2,2,3,0,0
1670,35,31008,465,15323,24,0,2,2,0,0
1671,64,32987,325,38693,36,1,0,1,0,0
1672,36,87532,694,24634,12,2,1,3,0,0
1673,47,121502,773,27292,12,1,2,1,0,1
1674,28,28332,316,39551,36,0,2,2,0,0
1675,45,91323,391,46111,12,0,1,4,0,0
1676,37,63990,782,10917,48,0,2,2,0,0
1677,49,34873,842,11145,12,2,0,0,0,0
1678,28,107542,504,30717,36,2,0,1,0,0
1679,35,110761,801,40491,48,1,2,2,0,1
1680,47,61444,699,17905,24,0,1,4,0,0
1681,27,60340,506,31273,24,1,0,4,0,1
1682,23,130219,445,27234,24,0,1,2,0,0
1683,49,30033,400,14349,36,0,1,3,1,0
1684,64,98324,540,2002,24,1,1,2,0,1
1685,44,40689,462,40034,12,0,0,4,0,0
1686,23,134756,472,33573,24,1,0,2,0,0
1687,40,112134,801,28803,60,2,2,0,1,0
1688,35,128016,846,12330,60,1,1,3,0,0
1689,45,120239,583,27504,24,1,0,2,0,0
1690,50,25066,658,15980,24,0,0,4,0,0
1691,34,139159,680,8017,60,1,2,2,0,0
1692,27,70246,832,42353,24,2,0,2,0,0
1693,37,32533,462,17011,48,2,0,1,0,0
1694,64,105639,606,19001,60,2,0,2,1,1
1695,40,95152,638,18044,36,2,2,0,0,1
1696,56,136581,354,39292,60,1,2,4,0,0
1697,29,140828,632,6250,12,2,1,1,0,0
1698,58,84658,426,41280,48,1,0,2,0,0
1699,42,63498,542,24289,36,1,2,3,0,0
1700,22,134028,708,34087,24,0,2,0,0,1
1701,44,36772,802,11416,12,1,2,0,0,0
1702,28,114385,602,26159,12,1,1,0,0,0
1703,31,74036,763,37368,48,0,1,1,0,0
1704,33,83531,534,6279,36,2,1,2,0,0
1705,37,144159,337,26157,12,2,1,0,0,0
1706,28,37940,438,16494,36,1,1,2,0,0
1707,41,143027,494,46166,36,0,0,3,0,0
1708,38,41932,826,26574,12,1,0,2,0,0
1709,50,120305,300,26333,36,1,2,2,0,0
1710,38,81827,395,34050,48,2,1,2,0,1
1711,51,86431,712,33263,12,0,1,4,1,0
1712,58,49648,837,33539,48,1,2,1,0,0
1713,52,137947,728,15030,48,2,0,2,0,0
1714,31,57966,534,23721,36,1,1,0,0,0
1715,45,52777,648,49070,36,2,1,4,0,0
1716,53,149661,780,6166,12,0,1,2,0,0
1717,58,57567,695,8121,24,1,0,4,0,0
1718,61,140259,650,15677,12,0,0,1,0,0
1719,28,42174,715,32241,48,2,1,4,0,0
1720,31,67598,350,17373,36,0,1,0,0,1
1721,42,149711,380,22873,48,0,2,2,0,0
1722,44,84199,335,38664,60,0,2,0,0,0
1723,61,38798,366,2293,60,1,0,3,0,0
1724,37,90364,780,23443,48,2,2,4,1,0
1725,32,42558,767,40725,24,0,1,4,0,1
1726,52,86084,441,19595,24,1,0,4,0,1
1727,35,69237,655,10740,12,2,2,1,0,0
1728,36,90497,770,13559,12,2,0,0,0,1
1729,42,25178,738,43741,12,2,1,3,0,0
1730,48,141932,830,40044,36,0,2,1,0,0
1731,40,111006,426,22747,24,0,2,1,1,0
1732,53,42118,504,41920,48,0,2,2,0,0
1733,30,47616,328,8973,60,2,1,3,0,0
1734,60,25798,744,16333,24,2,0,4,0,0
1735,52,32601,763,31129,24,0,2,4,0,0
1736,53,50363,579,1037,24,0,0,2,0,1
1737,22,27795,450,39758,12,2,0,4,0,0
1738,53,122462,539,33311,36,2,0,0,0,0
1739,53,70264,565,39206,48,1,1,4,1,1
1740,61,127892,404,49503,12,1,1,0,0,0
1741,33,97833,732,29207,36,0,2,2,0,0
1742,50,28084,796,44624,24,2,2,2,1,1
1743,53,120865,739,34241,36,2,0,0,0,0
1744,33,101646,457,1058,12,1,0,4,0,0
1745,46,25731,471,3636,24,2,0,2,0,1
1746,42,26129,793,31635,12,0,1,2,0,0
1747,59,53022,610,15834,48,1,1,0,0,1
1748,22,26605,702,16577,24,2,2,2,0,0
1749,58,102506,762,28190,36,2,0,4,1,0
1750,59,134241,666,8296,12,0,0,2,0,0
1751,46,69130,849,22383,60,2,1,0,0,1
1752,35,54265,554,46438,36,1,2,4,0,0
1753,54,57330,507,25660,36,1,0,3,0,1
1754,62,93469,749,43493,24,2,0,0,0,0
1755,64,40187,394,3674,36,2,2,3,0,0
1756,60,50791,777,49564,12,2,0,2,0,0
1757,31,115436,489,44833,60,2,1,4,0,0
1758,23,95610,783,23820,48,1,2,2,0,1
1759,26,137341,835,20504,60,0,0,4,0,0
1760,29,116962,722,26666,12,1,0,1,0,0
1761,26,64867,432,44794,24,2,1,2,0,1
1762,29,141178,354,3076,12,2,1,2,0,1
1763,59,25893,809,38555,36,1,1,2,1,0
1764,51,124694,840,33406,24,1,0,0,0,0
1765,52,44773,709,41262,48,2,0,4,1,0
1766,61,29239,510,26784,48,1,0,4,0,1
1767,32,45863,592,22125,12,2,2,4,0,1
1768,28,76415,414,24216,36,1,1,0,0,0
1769,28,93968,558,3581,48,2,2,4,0,0
1770,48,125675,421,16600,60,1,1,2,0,0
1771,40,85430,598,31284,24,2,0,3,0,0
1772,27,144000,680,21171,60,0,2,1,0,1
1773,31,26515,800,26091,48,0,2,4,0,1
1774,40,122206,596,15333,48,1,1,0,0,0
1775,36,139210,661,31535,12,0,2,0,1,1
1776,24,129630,762,24487,12,2,2,4,0,0
1777,26,39605,737,11404,24,1,0,3,0,0
1778,42,81240,426,44934,12,1,1,4,0,0
1779,46,30586,496,34700,36,2,2,0,0,0
1780,23,126221,520,19047,24,2,0,1,0,0
1781,61,145419,390,42516,36,2,2,3,1,0
1782,62,147374,710,16577,12,1,0,4,0,0
1783,34,139205,307,25298,24,2,2,1,0,0
1784,31,56186,843,16015,48,0,0,4,0,1
1785,38,51928,767,26568,60,1,0,3,0,1
